name,awards,region,price,category,text
LeCompte 18 Year Old Calvados,"","Pays d'Auge, France",150,Calvados,"Importer: Wine Warehouse-Los Angeles,  CA www.calvados-lecompte.com"
Père Magloire Calvados XO,"","Pays d'Auge, France",65,Calvados,"Importer: A Hardy-Des Plaines, IL www.calvados- pere-magloire.com"
Père Magloire Calvados Isadora,"","Calvados, France",150,Calvados,"Importer: A Hardy-Des Plaines, IL www. calvados-pere-magloire.com"
Berneroy Calvados XO,"",France,30,Calvados,"Importer: Camus Wines & Spirits - Palm Beach, FL www.calvados- berneroy.com"
Boulard Calvados Auguste,"",France,250,Calvados,"Importer: Palm Bay Int'l - Port Washington, NY www.palmbay.com"
Christian Drouin Coeur De Lion Calvados XO,"","Normandy, France",105,Calvados,www.anchordistilling.com
Christian Drouin Coeur De Lion Selection Calvados,"","Normandy, France",40,Calvados,www.anchordistilling.com
Père Magloire Calvados VSOP,"","Pays d'Auge, France",40,Calvados,"Importer: A Hardy-Des Plaines, IL www. calvados-pere-magloire.com"
Arkansas Black Black Straight Applejack,"","Oregon, USA",55,Apple Brandy,""
Ironworks Apple Brandy,"","Nova Scotia, Canada",32,Apple Brandy,"Importer: Park Street Imports, LLC - Miami, FL www. ironworksdistillery.com"
Kvint 5 Year Old Brandy,"",Moldova,9,Alambic Brandy,"Importer: Park Street Imports, LLC - Miami, CL www.eng.kvint.biz"
Tavria Brandy XO,"",Ukraine,35,Alambic Brandy,"Importer: High Qualito Enterprise Inc - Chicago, IL www.tavria.ua"
AleXX VSOP Brandy Gold,"",Ukraine,21,Alambic Brandy,www.tavria.ua
Jatone Brandy VSOP,"",Ukraine,13,Alambic Brandy,www.tavria.ua
Kvint 10 Year Old Brandy,"",Moldova,12,Alambic Brandy,"Importer: Park Street Imports, LLC - Miami, CL www.eng.kvint. biz"
CORTEL Brandy XO,"","Charente, France",37,French Grape Brandy,www.cognac-gautier.com
St-Rémy Brandy VSOP,"",France,20,French Grape Brandy,Importer: Rémy Cointreau www.st-remy.com
St-Rémy Brandy XO,"",France,30,French Grape Brandy,Importer: Rémy Cointreau www.st-remy.com
St-Rémy Réserve Privée Brandy Extra Old,"",France,35,French Grape Brandy,Importer: Rémy Cointreau www.st-remy.com
Korbel 12 Year Old Brandy,"",California,40,American Grape Brandy,www.korbelbrandy.com
E & J VSOP Brandy Superiore Reserve,"","California, USA",13,American Grape Brandy,www.ejgallo.com
E & J VS Brandy Rare Blend,"","California, USA",12,American Grape Brandy,www.ejgallo.com
E & J XO Brandy Limited Reserve,"","California, USA",15,American Grape Brandy,www.ejgallo.com
Lin's California Admiral Brandy,"","Northern California, USA",20,American Grape Brandy,""
Lin's California President Brandy,"","Northern California, USA",60,American Grape Brandy,""
Lin's California Congress Brandy,"","Northern California, USA",40,American Grape Brandy,""
Cardenal Mendoza Carta Real,"","Brandy de Jerez, Spain",100,Spanish Grape Brandy,"Importer: Shaw Ross Int'l Importers - Miramar, FL www.shaw-ross.com"
Cardenal Mendoza Solera Gran Reserva,"","Brandy de Jerez, Spain",45,Spanish Grape Brandy,"Importer: Shaw Ross Int'l Importers - Miramar, FL www.shaw-ross.com"
Lustau Solera Reserva Brandy,"","Jerez, Spain",,Spanish Grape Brandy,""
Ysabel Regina Brandy,"","Jerez, Spain",55,Spanish Grape Brandy,"Importer: Park Street, LLC - Miami, FL www. globalpremiumbrands.com"
Vecchia Romagna 10 Year Old Etichetta Blu Brandy,"","Emilia Romagna, Italy",30,Italian Grape Brandy,www.montenegro.it
Vitae Brandy,"","Basilicata, Italy",28,Italian Grape Brandy,"Importer: Masciarelli Wine Company - Meymouth, MA www. lucano1894.com"
Vecchia Romagna Etichetta Nera Brandy,"","Emilia Romagna, Italy",25,Italian Grape Brandy,www.montenegro.it
Oude Meester Souverein 18 Year Old Brandy,"",South Africa,80,Other Brandies,"Importer: Park Street Imports LLC - Miami, FL www.distell.co.za"
Van Ryn's 15 Year Old Brandy,"","Fine Cask Reserve , South Africa",75,Other Brandies,"Importer: Park Street Imports LLC - Miami, FL www.distell.co.za"
Van Ryn's 12 Year Old Brandy,"","Distiller's Reserve , South Africa",50,Other Brandies,"Importer: Park Street Imports LLC - Miami, FL www.distell.co.za"
Van Ryn's 20 Year Old Brandy,"","Collector's Reserve , South Africa",100,Other Brandies,"Importer: Park Street Imports LLC - Miami, FL www.distell.co.za"
Black Bottle Brandy,"",Australia,35,Other Brandies,"Importer: Park Street Imports, LLC - Miami, FL www.vok.com.au"
Oude Meester Demant Brandy,"",South Africa,13,Other Brandies,"Importer: Park Street Imports LLC - Miami, FL www. distell.co.za"
Oude Meester Reserve 12 Year Old Brandy,"",South Africa,30,Other Brandies,"Importer: Park Street Imports LLC - Miami, FL www.distell.co.za"
Pilavas Tsipouro Marc Brandy,"","Patras, Greece",36,Other Brandies,www.estia.biz
Tysa Brandy,"","Transcarpathia, Ukraine",22,Other Brandies,"Importer: Park Street Imports, LLC - Miami, FL www.tysa.ua"
Tysa Carpathians,"","Transcarpathia, Ukraine",25,Other Brandies,"Importer: Park Street Imports, LLC - Miami, FL www. tysa.ua"
Tysa Transcarpathian,"","Transcarpathia, Ukraine",7,Other Brandies,"Importer: Park Street Imports, LLC - Miami, FL www.tysa.ua"
Le Giare Gewürztraminer Grappa Affinata,"","Trentino, Italy",,Grappa,""
Le Diciotto Lune Grappa Stravecchia,"","Trentino, Italy",,Grappa,""
Le Giare Amarone Grappa Affinata,"",Italy,,Grappa,""
Bocchino Cantina Privata Grappa,"","Moscato Sauternes Cask Finish, Piedmont, Italy",250,Grappa,"Importer: Park Street International LLC - Miami, FL www.bocchino.it"
Passione Bianco Grappa,"","Basilicata, Italy",24,Grappa,"Importer: Masciarelli Wine Company - Meymouth, MA www.lucano1894.com"
Bocchino Riserva Carlo Bocchino Grappa,"","Piedmont, Italy",375,Grappa,"Importer: Park Street International LLC - Miami, FL www.bocchino.it"
Le Giare Chardonnay Grappa Affinata,"","Trentino, Italy",,Grappa,""
WAQAR Pisco,"","Limari, Chile",36,Pisco,"Importer: Brazos Wine Imports - New York, NY www.piscowaqar.cl"
El Huerto de Azpitia  Pisco,"","Azpitia, Lima, Peru",27,Pisco,"Importer: Pisco El Huerto, Inc  - Boca Raton, FL"
Kappa Pisco,"",Chile,35,Pisco,"Importer: Marnier Lapostolle, Inc. - New York, NY www.kappapisco.com"
Pisco Portón Mosto Verde Quebranta Pisco,"","Ica, Peru",40,Pisco,"Importer: Pisco Portón, Manhasset, New York www.piscoporton.com"
Pisco Portón Mosto Verde Torontel Pisco,"","Ica, Peru",40,Pisco,"Importer: Pisco Portón, Manhasset, New York www.piscoporton.com"
Pisco Portón Mosto Verde Acholado Pisco,"","Ica, Peru",40,Pisco,"Importer: Pisco Portón, Manhasset, New York www.piscoporton.com"
Pisco Alto del Carmen Pisco Reservado,"","Elqui, Chile",19,Pisco,"Importer: Shaw Ross Int'l Importers -  Miramar, FL www.shaw-ross.com; www.piscocapel.cl"
Pisco Capel PIsco,"","Elqui, Chile",17,Pisco,"Importer: Shaw Ross Int'l Importers - Miramar, FL www.shaw-ross. com; www.piscocapel.cl"
Pisco Don Alvaro Acholado,"",Peru,40,Pisco,"Importer: Kero California, LLC - San Francisco, California www. piscosdonalvaro.com/"
Pisco Portón Puro Pago de los Frailes Torontel Pisco,"","Ica, Peru",25,Pisco,"Importer: Pisco Portón,  Manhasset, New York www.piscoporton.com"
Viejo Tonel Mosto Verde Pisco,"","Ica, Peru",50,Pisco,"Importer: Fotis and Son Import - Huntington Beach, CA www.piscoviejotonel.net"
Viejo Tonel Pisco Italia,"","Ica, Peru",45,Pisco,"Importer: Fotis and Son Import - Huntington Beach, CA www. piscoviejotonel.net"
Perković Rakija Viljamovka,"",Croatia,22,Eau-de-Vie,"Importer: 5Star eSpirit - San Jose, CA www.rakije-perkovic.hr"
Adnams Spirit of Broadside,"","Suffolk, England",49,Eau-de-Vie,www.adnams.co.uk
Dillon's Small Batch Distillers Pear Eau-de-Vie,"","Ontario, Canada",30,Eau-de-Vie,Importer: ECU Imports - FL www.dillons.ca
FINA Rakija od Dunje Quince Brandy,"","Slavonia, Croatia",,Fruit Brandy Other than Grape,"Importer: 5STAR eSpirit L.L.C. - San Jose, CA www.fina-vrhunskarakija.com/en"
Fleret Merunkovice - Apricot Brandy,"","Moravia, Czech Republic",,Fruit Brandy Other than Grape,""
Balcones Rumble Cask Reserve Whiskey,"","Texas, USA",70,Fruit Brandy Other than Grape,www.balconesdistilling.com
Fleret Slivovice - Plum Brandy,"","Moravia, Czech Republic",,Fruit Brandy Other than Grape,""
St-Rémy with French Honey Liqueur,"",France,35,Brandy Based Products,Importer: Rémy Cointreau www.st-remy.com
Grand Marnier Cuvée du Centenaire,"","100th Anniversary Liqueur, France",200,Fruit Liqueur,"Importer: Marnier Lapostolle, Inc. - New York, NY www.grandmarnier.com"
Gran Gala Orange Liqueur,"",Italy,22,Fruit Liqueur,Importer: Sazerac www.geminispiritswine.com
Grand Marnier Quintessence Liqueur,"",France,900,Fruit Liqueur,"Importer: Marnier Lapostolle, Inc. - New York, NY www.grandmarnier.com"
iichiko Bar Yuzu Liqueur,"","Oita, Japan",10,Fruit Liqueur,"Importer: Park Street Imports, LLC - Miami, Fl http: //www.iichiko.co.jp/en/"
Merlet Creme de Mure,"","Cognac, France",34,Fruit Liqueur,"Importer: MHW Ltd - Manhasset, NY www.merlet.fr"
Williams Chase Sloe & Mulberry Gin,"",England,90,Fruit Liqueur,"Importer: MHW Ltd. - Manhasset, NY www. chasedistillery.co.uk"
Buiese Prugna Mandorlata,"",Italy,28,Fruit Liqueur,www.buiese.it
Giffard Cassis Noir de Bourgogne,"","Angers, France",31,Fruit Liqueur,"Importer: Back Bar Project, LLC - Seattle, WA www.giffardusa.com"
Grand Marnier Cordon Rouge,"",France,40,Fruit Liqueur,"Importer: Marnier Lapostolle, Inc. - New York, NY www. grandmarnier.com"
Merlet Creme de Framboise,"","Cognac, France",34,Fruit Liqueur,"Importer: MHW Ltd - Manhasset, NY www.merlet.fr"
Merlet Creme de Poire,"","Cognac, France",34,Fruit Liqueur,"Importer: MHW Ltd - Manhasset, NY www.merlet.fr"
Sipsmith Sloe Gin,"","London, England",50,Fruit Liqueur,"Importer: Wilson Daniels - St. Helena, CA www.sipsmith.com"
Berentzen Pear Liqueur,"",Germany,,Fruit Liqueur,""
Berryshka Blackberry Liqueur,"",Slovenia,,Fruit Liqueur,""
Black Infusions Black Fig,"","Oregon, USA",39,Fruit Liqueur,www.blackinfusions.com
Borducan Liqueur,"","Lombardia, Italy",36,Fruit Liqueur,"Importer: Borducan USA, LLC - Lexington, KY www.borducan- usa.com"
Cedilla Liqueur de Acai,"","Minas Gerais, Brazil",34,Fruit Liqueur,"Importer: MHW Ltd. - Manhasset, NY www.leblon.com"
Chambord Black Raspberry Liqueur,"",France,33,Fruit Liqueur,"Importer: Brown-Forman - Louisville, KY www. chambordonline.com"
Dancing Pines Zoranj Liqueur,"","Colorado, USA",30,Fruit Liqueur,www.dancingpinesdistillery.com
deZir Premium Lime Liqueur,"",USA,40,Fruit Liqueur,www.drinkdezir.com
Giffard Banana du Brésil Liqueur,"","Angers, France",32,Fruit Liqueur,"Importer: Back Bar Project, LLC - Seattle, WA www.giffardusa.com"
Giffard Pamplemousse Rose,"","Pink Grapefruit Liqueur, Angers, France",25,Fruit Liqueur,"Importer: Back Bar Project, LLC - Seattle, WA www.giffardusa.com"
Ginja de Óbidos Oppidum Sour Cherry Liqueur,"","Óbidos, Portugal",,Fruit Liqueur,""
Grand Marnier Cuvée 1880 Liqueur,"",France,350,Fruit Liqueur,"Importer: Marnier Lapostolle, Inc. - New York, NY www.grandmarnier.com"
Lejay Creme de Cassis,"","Dijon, France",30,Fruit Liqueur,"Importer: Lejay Lagoute USA- New York, NY www.lejay- cassis.com"
Maesilwonju Liqueur,"","Seoul, South Korea",8,Fruit Liqueur,"Importer: Park Street Imports LLC - Miami, FL http://www. maesilwon.com"
Marie Brizard Cassis de Dijon Liqueur,"",France,,Fruit Liqueur,"Importer: Imperial Brands, Palm Beach, FL www. mariebrizard.com"
Peel Limoncello,"","Connecticut, USA",18,Fruit Liqueur,www.drinkpeel.com
Perković Morlačka Kru,"",Croatia,22,Fruit Liqueur,"Importer: 5Star eSpirit - San Jose, CA www.rakije-perkovic.hr"
Pierre Ferrand Dry Curacao,"",France,30,Fruit Liqueur,"Importer: W.J. Deutsch & Sons - White Plains, NY www. cognacferrand.com"
Spirit Works Distillery Sloe Gin,"","Sebastopol, California, USA",37,Fruit Liqueur,www.spiritworksdistillery.com
Tessora Limoncello Classico,"","Ohio, USA",25,Fruit Liqueur,www.tessora-liqueur.com
Wonmae Liqueur,"","Seoul, South Korea",45,Fruit Liqueur,"Importer: Park Street Imports LLC - Miami, FL http://www. maesilwon.com"
Berentzen Apple Liqueur,"",Germany,,Fruit Liqueur,""
Berentzen Cherry Liqueur,"",Germany,,Fruit Liqueur,""
Berryshka Blueberry Liqueur,"",Slovenia,,Fruit Liqueur,""
deZir Premium Tangelo Liqueur,"",USA,47,Fruit Liqueur,www.drinkdezir.com
Dobbé O Orange Liqueur with Cognac,"",France,,Fruit Liqueur,""
Giffard Triple Sec,"","Angers, France",30,Fruit Liqueur,"Importer: Back Bar Project, LLC - Seattle, WA www.giffardusa. com"
Grand Marnier Raspberry Peach Liqueur,"",France,40,Fruit Liqueur,"Importer: Marnier Lapostolle, Inc. - New York, NY www.grandmarnier.com"
iichiko Bar Ume Liqueur,"","Oita, Japan",10,Fruit Liqueur,"Importer: Park Street Imports, LLC - Miami, Fl http://www. iichiko.co.jp/en/"
Joseph Cartron Creme de Peche Vigne Liqueur,"","Nuits-Saint Georges, France",29,Fruit Liqueur,"Importer: A. Hardy  USA - Rosemont, IL www.ahardyusa.com"
LiDestri Pink Limoncello,"","New York, USA",21,Fruit Liqueur,www.lidestrispirits.com
Lucano Limoncello,"","Basilicata, Italy",22,Fruit Liqueur,"Importer: Masciarelli Wine Company - Meymouth, MA www. lucano1894.com"
Mandarine Napoleón Grande Liqueur Imperiale,"","Grand Cuvee Aged 10 Years, Belgium",38,Fruit Liqueur,"Importer: Park Street Imports, LLC - Miami, FL www.mandarine-napoleon.com"
Merlet Creme De Cassis,"","Cognac, France",34,Fruit Liqueur,"Importer: MHW Ltd - Manhasset, NY www.merlet.fr"
Merlet Creme de Peche,"","Cognac, France",34,Fruit Liqueur,"Importer: MHW Ltd - Manhasset, NY www.merlet.fr"
Paula's Texas Orange Liqueur,"","Texas, USA",18,Fruit Liqueur,www.paulastexasspirits.com
Pavan Liqueur de France,"","Frontignan, France",30,Fruit Liqueur,"Importer: Suntory USA Inc. - New York, NY www. pavan-liqueur.com"
Plymouth Sloe Gin,"",United Kingdom,37,Fruit Liqueur,"Importer: Pernod Ricard USA - New York, NY www.pernod- ricard-usa.com"
Soft Tail  Limoncello,"","Washington, USA",20,Fruit Liqueur,www.softtailspirits.com
Sogno di Sorrento Lemoncello,"","Amalfi, Italy",30,Fruit Liqueur,"Importer: Cive Importing Co. - Boston, MA www. vcirace.com"
Solerno Blood Orange Liqueur,"",Italy,37,Fruit Liqueur,"Importer: Wm. Grant & Sons - Edison, NJ www. solernoliqueur.com"
Sovrano Lemon Liqueur,"",New Zealand,35,Fruit Liqueur,www.limoncello.co.nz
Lucano Amaro,"","Basilicata, Italy",30,Herbal / Botanical Liqueur,"Importer: Masciarelli Wine Company - Meymouth, MA www. lucano1894.com"
Riga Black Balsam Liqueur,"",Latvia,26,Herbal / Botanical Liqueur,"Importer: Baltic Trade Corporation - Denver, CO www.lb.lv"
St-Germain Artisanal French Liqueur,"","Côtes-du-Marmandais, France",40,Herbal / Botanical Liqueur,"Importer: Bacardi USA - Coral Gables, FL"
Antica Sambuca,"",Italy,,Herbal / Botanical Liqueur,""
Barrow's Intense Ginger Liqueur,"","Brooklyn, New York, USA",32,Herbal / Botanical Liqueur,www.barrowsintense.com
Bols Elderflower Liqueur,"",Holland,17,Herbal / Botanical Liqueur,"Importer: MHW, Manhasset, New York.  www.bols.com"
broVo Amaro  #16 - Stephen Cole,"","Washington, USA",35,Herbal / Botanical Liqueur,www.brovospirits.com
BVSco Krupnikas Spiced Honey Liqueur,"","North Carolina, USA",30,Herbal / Botanical Liqueur,www.brothersvilgalys.com
Dillon's Small Batch Distillers Rose Gin Liqueur,"","Ontario, Canada",25,Herbal / Botanical Liqueur,Importer: ECU Imports - FL www.dillons.ca
Giffard Bigallet China China Liqueur,"","Angers, France",38,Herbal / Botanical Liqueur,"Importer: Back Bar Project, LLC - Seattle, WA www.giffardusa.com"
Marie Brizard Anisette Liqueur,"",France,,Herbal / Botanical Liqueur,""
Marie Brizard Elderflower Liqueur,"",France,,Herbal / Botanical Liqueur,"Importer: Imperial Brands, Palm Beach, FL www. mariebrizard.com"
Riga Black Balsam Element Liqueur,"",Latvia,26,Herbal / Botanical Liqueur,"Importer: Baltic Trade Corporation - Denver, CO www. lb.lv"
Schwartzhog Kräuter Liqueur,"",Germany,17,Herbal / Botanical Liqueur,"Importer: The Other Wine & Spirits - Miami, FL www.ows- winespirits.com"
St. Elder Natural Elderflower Liqueur,"","Massachusetts, USA",20,Herbal / Botanical Liqueur,www.st-elder.com
Amaro Montenegro Amaro,"","Emilia Romagna, Italy",25,Herbal / Botanical Liqueur,"Importer: Total Beverage Solution - Mt. Pleasant, SC www.montenegro.it"
Breckenridge Bitters,"",USA,29,Herbal / Botanical Liqueur,www.breckenridgedistillery.com
broVo Amaro #11 - Jon Christiensen,"","Washington, USA",35,Herbal / Botanical Liqueur,www.brovospirits.com
broVo Amaro #12 - Jayson Cottam,"","Washington, USA",35,Herbal / Botanical Liqueur,www.brovospirits.com
broVo Amaro #15 - Greg Miesch,"","Washington, USA",35,Herbal / Botanical Liqueur,www.brovospirits.com
Chase Elderflower Liqueur,"",England,70,Herbal / Botanical Liqueur,"Importer: MHW Ltd. - Manhasset, NY www.chasedistillery.co. uk"
deZir Premium Cinnamon Liqueur,"",USA,40,Herbal / Botanical Liqueur,www.drinkdezir.com
Geijer Glögg Liqueur 1889,"","California, USA",32,Herbal / Botanical Liqueur,www.geijerglogg.com
Giffard Menthe-Pastille Liqueur,"",France,30,Herbal / Botanical Liqueur,"Importer: Back Bar Project, LLC - Seattle, WA www. giffardusa.com"
ILC Licor Menta Escarchado,"","Popayán en Cauca, Colombia",5,Herbal / Botanical Liqueur,"Importer: Park Street Impor Imports, LLC - Miami, FL www.aguardientecaucano.com"
Lucano Sambuca,"","Basilicata, Italy",25,Herbal / Botanical Liqueur,"Importer: Masciarelli Wine Company - Meymouth, MA www. lucano1894.com"
Mill Street Brewery Tankhouse Hopfenschnaps,"","Ontario, Canada",40,Herbal / Botanical Liqueur,www.millstreetbrewery.com
Riga Black Balsam Currant Liqueur,"",Latvia,24,Herbal / Botanical Liqueur,"Importer: Baltic Trade Corporation - Denver, CO www. lb.lv"
Terrània Ratafia Terrània Nut Liqueur,"","Catalunya, Spain",25,Herbal / Botanical Liqueur,"Importer: Park Street Imports, LLC - Miami, FL www.ratafiaterrania.cat"
Avión Espresso Liqueur,"",Mexico,,Coffee Liqueur,""
Cabo Diablo Tequila Coffee Liqueur,"",Mexico,23,Coffee Liqueur,"Importer: Campari Spirits - SF, CA www. campariamerica.com"
Cafe Granita Coffee Liqueur,"",Mexico,10,Coffee Liqueur,www.distillersales.com
Dolce Nero Espresso Liqueur,"",Italy,22,Coffee Liqueur,"Importer: TOTAL BEVERAGE SOLUTION - MT. PLEASANT,  SC  http://www.rossidasiago.com"
Lucano Caffe'  Liqueur,"","Basilicata, Italy",25,Coffee Liqueur,"Importer: Masciarelli Wine Company - Meymouth, MA  www.lucano1894.com"
Baileys Chocolat Luxe Liqueur,"",Ireland,28,Chocolate Liqueur,www.diageo.com
Godiva Dark Chocolate Liqueur,"",USA,30,Chocolate Liqueur,www.diageo.com
deZir Premium Mocha Liqueur,"",USA,40,Chocolate Liqueur,www.drinkdezir.com
Marie Brizard Chocolate Royal Liqueur,"",France,,Chocolate Liqueur,""
YARA Chocolate Liqueur,"","Rioja, Spain",45,Chocolate Liqueur,www.ginm5.com
Rivulet Artisan Pecan Liqueur,"","Kentucky, USA",30,Nut Liqueur,""
Giovanni Amaretto,"","California, USA",15,Nut Liqueur,""
Berryshka Walnut Liqueur,"",Slovenia,,Nut Liqueur,""
Caruva Horchata Cream Liqueur,"",USA,17,Cream / Dairy Liqueur,www. prestigewinegroup.com
Peel Bananacello,"","Connecticut, USA",20,Cream / Dairy Liqueur,www.drinkpeel.com
Amarula Cream Liqueur,"","Stellenbosch, South Africa",20,Cream / Dairy Liqueur,Importer: Distell - USA
Dooley's Toffee Cream Liqueur,"",Germany,17,Cream / Dairy Liqueur,"Importer: Behn of North America - Kansas City, MO www. behn-liqueurs.com"
Magnum Cream Liqueur,"",Scotland,25,Cream / Dairy Liqueur,"Importer: MHW -Manhasset, NY www.magnumcreamliqueur.com"
Merrys Irish Cream Liqueur,"",Ireland,10,Cream / Dairy Liqueur,"Importer: Johnson Brothers - St. Paul, MN www.merrys.ie"
O'Casey's Irish Cream Liqueur,"",Ireland,,Cream / Dairy Liqueur,""
Baileys Vanilla Cinnamon Liqueur,"",Ireland,24,Cream / Dairy Liqueur,www.diageo.com
Bols Yogurt Liqueur,"",Holland,17,Cream / Dairy Liqueur,"Importer: MHW, Manhasset, New York.  www.bols.com"
Feeney's Irish Cream Liqueur,"",Ireland,,Cream / Dairy Liqueur,""
LS Cream Liqueur,"",USA,22,Cream / Dairy Liqueur,www.creamls.com
Merrys White Chocolate Cream Liqueur,"",Ireland,10,Cream / Dairy Liqueur,"Importer: Johnson Brothers - St. Paul, MN www. merrys.ie"
Mozart White Chocolate Cream,"","Salzburg, Austria",28,Cream / Dairy Liqueur,www.mozart-distillerie.com
O'Mara's Irish Country Cream,"",Ireland,,Cream / Dairy Liqueur,""
Sheelin Irish Cream Liqueur,"",Ireland,9,Cream / Dairy Liqueur,"Importer: Crosby Lake Spirits Company - Princeton, MN www. prestigewinegroup.com"
Sogno di Sorrento Crema Lemoncello,"","Amalfi, Italy",30,Cream / Dairy Liqueur,"Importer: Cive Importing Co. - Boston, MA www. vcirace.com"
Sovrano Lemon Cream Liqueur,"",New Zealand,35,Cream / Dairy Liqueur,www.limoncello.co.nz
Tessora Crema al Limone,"","Ohio, USA",35,Cream / Dairy Liqueur,www.tessora-liqueur.com
Tolon-Tolon Chocolate Cream Liqueur,"","Barcelona, Spain",23,Cream / Dairy Liqueur,www.campeny.com
BuonCello Orange Pineapple Liqueur,"","Connecticut, USA",27,Cream / Dairy Liqueur,www.buoncello.com
Chestnut Ridge Bourbon Cream Liqueur,"","Minnesota, USA",17,Cream / Dairy Liqueur,www.prestigewinegroup.com
Mozart R.G. Chocolate Cream,"","Salzburg, Austria",38,Cream / Dairy Liqueur,www.mozart-distillerie.com
Mozart Gold Chocolate Cream,"","Salzburg, Austria",28,Cream / Dairy Liqueur,www.mozart-distillerie.com
Peel Cremoncello,"","Connecticut, USA",20,Cream / Dairy Liqueur,www.drinkpeel.com
St-Rémy A la Crème Liqueur,"",France,30,Cream / Dairy Liqueur,Importer: Rémy Cointreau www.st-remy.com
Whisper Creek Tennessee Sipping Cream,"","Nashville, Tennessee, USA",20,Cream / Dairy Liqueur,www. tennesseesippingcream.com
Rives Caramel Liquor with Vodka,"","Andalucia, Spain",12,Other Liqueur,"Importer: Park Street Imports, LLC - Miami, FL www.rives.es"
Der Lachs Original Danziger Goldwasser,"",Germany,,Other Liqueur,""
kkÀdā  Caramel Liqueur,"",USA,38,Other Liqueur,www.kkada.com
GIVEN Royale Liqueur,"",France,34,Other Liqueur,"Importer: GIVEN Imports, Manhasset, NY www.givenusa.com"
Tuaca Liqueur,"",Italy,24,Other Liqueur,"Importer: Brown-Forman - Louisville, KY www.brown-forman.com"
Tarquin's Cornish Pastis,"",United Kingdom,50,Pastis,"Importer: Park Street Imports, LLC - Miami, FL www. southwesterndistillery.com"
Pilavas Ouzo Nektar,"","Patras, Greece",24,Raki and Ouzo,www.estia.biz
Metaxa Ouzo,"",Greece,17,Raki and Ouzo,"Importer: Rémy Cointreau USA - NY, NY www.cointreau.com"
EFE 5 Year Old Yillik Raki,"",Turkey,69,Raki and Ouzo,"Importer: Park Street Imports LLC - Miami, FL www.eferaki. com.tr"
Larusée Bleue Absinthe,"","Neuchâtel, Switzerland",,Absinthe,""
La Fée  Blanche Absinthe Supérieure,"",France,55,Absinthe,"Importer: MHW Ltd. - New York, NY www. lafeeabsinthe.com"
La Fée  Parisienne Absinthe Supérieure,"",France,60,Absinthe,"Importer: MHW Ltd. - New York, NY www. lafeeabsinthe.com"
Trinity Absinthe Superieure,"","Colorado, USA",75,Absinthe,www.overlanddistillery.com
VOID Absinthe,"","Florida, USA",87,Absinthe,www.voidabsinthe.com
Wild Card Absinthe,"","Oregon, USA",50,Absinthe,www.wildcardabsinthe.com/
Golden Moon REDUX Absinthe,"","Colorado, USA",86,Absinthe,www.goldenmoondistillery.com
Martini Gran Lusso,"","Torino, Italy",38 ,Apéritif,"Importer: Bacardi USA - Miami, FL www.martini.com"
Martini Bitter,"","Turin, Piedmont, Italy",30,Apéritif,www.martini.com
Lillet Jean de Lillet,"",France,40,Apéritif,Importer: William Grant & Sons-New Jersey www.smapr.com
Martini Bianco,"","Torino, Italy",13,Apéritif,"Importer: Bacardi USA - Miami, FL www.martini.com"
Martini Rosato,"","Turin, Piedmont, Italy",14,Apéritif,www.martini.com
Martini & Rossi Fernet,"","Turin, Piedmont, Italy",67,Apéritif,www.martini.com
Noilly Prat Ambre,"",France,22,Apéritif,"Importer: Bacardi U.S.A., -  Coral Gables, FL"
Noilly Prat Original Dry,"",France,18,Apéritif,"Importer: Bacardi U.S.A., -  Coral Gables, FL"
Rosso Antico Aperitivo,"",Italy,,Apéritif,""
ANDALÖ ORIGINAL Apéritif,"",Germany,17,Apéritif,"Importer: Behn of North America - Kansas City, MO www. behn-liqueurs.com"
Martini Rosso,"","Torino, Italy",15,Apéritif,"Importer: Bacardi USA - Miami, FL www.martini.com"
Martini Extra Dry Vermouth,"","Turin, Piedmont, Italy",14,Apéritif,www.martini.com
Martini Spirito,"","Turin, Piedmont, Italy",32,Apéritif,www.martini.com
Martini China,"","Turin, Piedmont, Italy",20,Apéritif,www.martini.com
Sacred  Vermouth,"","English Spiced Vermouth, United Kingdom",45,Apéritif,"Importer: Sanity Wine and Spirits- Napa, CA www.sanitywineandspirits.com"
BuzzBallz Choc Tease,"","Chocolate Martini, USA",3,Pre-Mixed Cocktails < 25% AbV,www.buzzballz.com
Belles Organics Belle on the Beach Cocktail,"","Georgia, USA",17,Pre-Mixed Cocktails < 25% AbV,"Importer: Belles Organics, Inc - Rydal, Gerogia"
Bulleit Batches Kentucky Buck Cocktail,"",Australia,6,Pre-Mixed Cocktails < 25% AbV,www.diageo.com
Vitani Cucumber TIni Cocktail,"",USA,15,Pre-Mixed Cocktails < 25% AbV,www.drinkvitani.com
Belles Organics Beri Belle Cocktail,"","Georgia, USA",17,Pre-Mixed Cocktails < 25% AbV,"Importer: Belles Organics, Inc - Rydal, Gerogia"
Belles Organics Georgia Belle Cocktail,"","Georgia, USA",17,Pre-Mixed Cocktails < 25% AbV,"Importer: Belles Organics, Inc - Rydal, Gerogia"
Belles Organics Southern Belle,"","Georgia, USA",17,Pre-Mixed Cocktails < 25% AbV,"Importer: Belles Organics, Inc - Rydal, Gerogia"
Bundaberg Smooth & Silky Cocktail,"",Australia,8,Pre-Mixed Cocktails < 25% AbV,www.diageo.com
BuzzBallz Overdue Blue,"","Tropical Cocktail, USA",3,Pre-Mixed Cocktails < 25% AbV,www.buzzballz.com
